onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
72.952	n/a	36476	seqLearning_start	91	n/a	n/a	8
79.25	n/a	39625	learningBlock_1	31	n/a	n/a	8
79.27	n/a	39635	dot_no1_ON	11	n/a	n/a	8
79.858	n/a	39929	dot_no1_OFF	21	n/a	n/a	8
81.178	n/a	40589	dot_no6_ON	16	n/a	n/a	8
81.758	n/a	40879	dot_no6_OFF	26	n/a	n/a	8
83.078	n/a	41539	dot_no4_ON	14	n/a	n/a	8
83.658	n/a	41829	dot_no4_OFF	24	n/a	n/a	8
84.978	n/a	42489	dot_no2_ON	12	n/a	n/a	8
85.558	n/a	42779	dot_no2_OFF	22	n/a	n/a	8
86.878	n/a	43439	dot_no7_ON	17	n/a	n/a	8
87.468	n/a	43734	dot_no7_OFF	27	n/a	n/a	8
88.788	n/a	44394	dot_no3_ON	13	n/a	n/a	8
89.378	n/a	44689	dot_no3_OFF	23	n/a	n/a	8
90.698	n/a	45349	dot_no8_ON	18	n/a	n/a	8
91.288	n/a	45644	dot_no8_OFF	28	n/a	n/a	8
92.608	n/a	46304	dot_no5_ON	15	n/a	n/a	8
93.198	n/a	46599	dot_no5_OFF	25	n/a	n/a	8
94.518	n/a	47259	dot_no2_ON	12	n/a	n/a	8
95.098	n/a	47549	dot_no2_OFF	22	n/a	n/a	8
96.418	n/a	48209	dot_no7_ON	17	n/a	n/a	8
97.008	n/a	48504	dot_no7_OFF	27	1-6-2-5-8-3-7-8-8-3	1-6-4-2-7-3-8-5-2-7	8
168.992	n/a	84496	learningBlock_2	32	n/a	n/a	8
169	n/a	84500	dot_no1_ON	11	n/a	n/a	8
169.58	n/a	84790	dot_no1_OFF	21	n/a	n/a	8
170.902	n/a	85451	dot_no6_ON	16	n/a	n/a	8
171.49	n/a	85745	dot_no6_OFF	26	n/a	n/a	8
172.812	n/a	86406	dot_no4_ON	14	n/a	n/a	8
173.39	n/a	86695	dot_no4_OFF	24	n/a	n/a	8
174.712	n/a	87356	dot_no2_ON	12	n/a	n/a	8
175.292	n/a	87646	dot_no2_OFF	22	n/a	n/a	8
176.612	n/a	88306	dot_no7_ON	17	n/a	n/a	8
177.2	n/a	88600	dot_no7_OFF	27	n/a	n/a	8
178.522	n/a	89261	dot_no3_ON	13	n/a	n/a	8
179.102	n/a	89551	dot_no3_OFF	23	n/a	n/a	8
180.422	n/a	90211	dot_no8_ON	18	n/a	n/a	8
181	n/a	90500	dot_no8_OFF	28	n/a	n/a	8
182.322	n/a	91161	dot_no5_ON	15	n/a	n/a	8
182.912	n/a	91456	dot_no5_OFF	25	n/a	n/a	8
184.232	n/a	92116	dot_no2_ON	12	n/a	n/a	8
184.822	n/a	92411	dot_no2_OFF	22	n/a	n/a	8
186.142	n/a	93071	dot_no7_ON	17	n/a	n/a	8
186.732	n/a	93366	dot_no7_OFF	27	1-6-2-7-3-5-8-5-3-7	1-6-4-2-7-3-8-5-2-7	8
206.542	n/a	103271	learningBlock_3	33	n/a	n/a	8
206.552	n/a	103276	dot_no1_ON	11	n/a	n/a	8
207.132	n/a	103566	dot_no1_OFF	21	n/a	n/a	8
208.452	n/a	104226	dot_no6_ON	16	n/a	n/a	8
209.042	n/a	104521	dot_no6_OFF	26	n/a	n/a	8
210.362	n/a	105181	dot_no4_ON	14	n/a	n/a	8
210.942	n/a	105471	dot_no4_OFF	24	n/a	n/a	8
212.262	n/a	106131	dot_no2_ON	12	n/a	n/a	8
212.842	n/a	106421	dot_no2_OFF	22	n/a	n/a	8
214.162	n/a	107081	dot_no7_ON	17	n/a	n/a	8
214.752	n/a	107376	dot_no7_OFF	27	n/a	n/a	8
216.072	n/a	108036	dot_no3_ON	13	n/a	n/a	8
216.662	n/a	108331	dot_no3_OFF	23	n/a	n/a	8
217.982	n/a	108991	dot_no8_ON	18	n/a	n/a	8
218.562	n/a	109281	dot_no8_OFF	28	n/a	n/a	8
219.882	n/a	109941	dot_no5_ON	15	n/a	n/a	8
220.462	n/a	110231	dot_no5_OFF	25	n/a	n/a	8
221.782	n/a	110891	dot_no2_ON	12	n/a	n/a	8
222.362	n/a	111181	dot_no2_OFF	22	n/a	n/a	8
223.682	n/a	111841	dot_no7_ON	17	n/a	n/a	8
224.262	n/a	112131	dot_no7_OFF	27	1-6-4-2-7-3-5-8-3-7	1-6-4-2-7-3-8-5-2-7	8
244.434	n/a	122217	learningBlock_4	34	n/a	n/a	8
244.444	n/a	122222	dot_no1_ON	11	n/a	n/a	8
245.034	n/a	122517	dot_no1_OFF	21	n/a	n/a	8
246.354	n/a	123177	dot_no6_ON	16	n/a	n/a	8
246.944	n/a	123472	dot_no6_OFF	26	n/a	n/a	8
248.264	n/a	124132	dot_no4_ON	14	n/a	n/a	8
248.844	n/a	124422	dot_no4_OFF	24	n/a	n/a	8
