onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.208	n/a	604	video_start	82
164.202	n/a	82101	video_stop	102
164.818	n/a	82409	break cnt	break cnt
334.448	n/a	167224	9999	9999
