onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
307.704	n/a	153852	seqLearning_start	91	n/a	n/a	8
314.008	n/a	157004	learningBlock_1	31	n/a	n/a	8
314.02	n/a	157010	dot_no1_ON	11	n/a	n/a	8
314.61	n/a	157305	dot_no1_OFF	21	n/a	n/a	8
315.93	n/a	157965	dot_no6_ON	16	n/a	n/a	8
316.51	n/a	158255	dot_no6_OFF	26	n/a	n/a	8
317.83	n/a	158915	dot_no4_ON	14	n/a	n/a	8
318.41	n/a	159205	dot_no4_OFF	24	n/a	n/a	8
319.73	n/a	159865	dot_no2_ON	12	n/a	n/a	8
320.47	n/a	160235	dot_no2_OFF	22	n/a	n/a	8
321.79	n/a	160895	dot_no7_ON	17	n/a	n/a	8
322.37	n/a	161185	dot_no7_OFF	27	n/a	n/a	8
323.69	n/a	161845	dot_no3_ON	13	n/a	n/a	8
324.27	n/a	162135	dot_no3_OFF	23	n/a	n/a	8
325.59	n/a	162795	dot_no8_ON	18	n/a	n/a	8
326.17	n/a	163085	dot_no8_OFF	28	n/a	n/a	8
327.49	n/a	163745	dot_no5_ON	15	n/a	n/a	8
328.07	n/a	164035	dot_no5_OFF	25	n/a	n/a	8
329.39	n/a	164695	dot_no2_ON	12	n/a	n/a	8
329.98	n/a	164990	dot_no2_OFF	22	n/a	n/a	8
331.3	n/a	165650	dot_no7_ON	17	n/a	n/a	8
331.89	n/a	165945	dot_no7_OFF	27	7-1-6-8-3-4-5-2-1-6	1-6-4-2-7-3-8-5-2-7	8
392.974	n/a	196487	learningBlock_2	32	n/a	n/a	8
392.982	n/a	196491	dot_no1_ON	11	n/a	n/a	8
393.562	n/a	196781	dot_no1_OFF	21	n/a	n/a	8
394.882	n/a	197441	dot_no6_ON	16	n/a	n/a	8
395.462	n/a	197731	dot_no6_OFF	26	n/a	n/a	8
396.782	n/a	198391	dot_no4_ON	14	n/a	n/a	8
397.362	n/a	198681	dot_no4_OFF	24	n/a	n/a	8
398.682	n/a	199341	dot_no2_ON	12	n/a	n/a	8
399.272	n/a	199636	dot_no2_OFF	22	n/a	n/a	8
400.592	n/a	200296	dot_no7_ON	17	n/a	n/a	8
401.172	n/a	200586	dot_no7_OFF	27	n/a	n/a	8
402.494	n/a	201247	dot_no3_ON	13	n/a	n/a	8
403.072	n/a	201536	dot_no3_OFF	23	n/a	n/a	8
404.392	n/a	202196	dot_no8_ON	18	n/a	n/a	8
404.972	n/a	202486	dot_no8_OFF	28	n/a	n/a	8
406.292	n/a	203146	dot_no5_ON	15	n/a	n/a	8
406.872	n/a	203436	dot_no5_OFF	25	n/a	n/a	8
408.194	n/a	204097	dot_no2_ON	12	n/a	n/a	8
408.772	n/a	204386	dot_no2_OFF	22	n/a	n/a	8
410.092	n/a	205046	dot_no7_ON	17	n/a	n/a	8
410.672	n/a	205336	dot_no7_OFF	27	1-6-8-2-5-7-8-3-4-7	1-6-4-2-7-3-8-5-2-7	8
436.186	n/a	218093	learningBlock_3	33	n/a	n/a	8
436.194	n/a	218097	dot_no1_ON	11	n/a	n/a	8
436.774	n/a	218387	dot_no1_OFF	21	n/a	n/a	8
438.094	n/a	219047	dot_no6_ON	16	n/a	n/a	8
438.684	n/a	219342	dot_no6_OFF	26	n/a	n/a	8
440.004	n/a	220002	dot_no4_ON	14	n/a	n/a	8
440.584	n/a	220292	dot_no4_OFF	24	n/a	n/a	8
441.904	n/a	220952	dot_no2_ON	12	n/a	n/a	8
442.484	n/a	221242	dot_no2_OFF	22	n/a	n/a	8
443.804	n/a	221902	dot_no7_ON	17	n/a	n/a	8
444.384	n/a	222192	dot_no7_OFF	27	n/a	n/a	8
445.704	n/a	222852	dot_no3_ON	13	n/a	n/a	8
446.294	n/a	223147	dot_no3_OFF	23	n/a	n/a	8
447.614	n/a	223807	dot_no8_ON	18	n/a	n/a	8
448.194	n/a	224097	dot_no8_OFF	28	n/a	n/a	8
449.514	n/a	224757	dot_no5_ON	15	n/a	n/a	8
450.104	n/a	225052	dot_no5_OFF	25	n/a	n/a	8
451.424	n/a	225712	dot_no2_ON	12	n/a	n/a	8
452.004	n/a	226002	dot_no2_OFF	22	n/a	n/a	8
453.324	n/a	226662	dot_no7_ON	17	n/a	n/a	8
453.914	n/a	226957	dot_no7_OFF	27	1-6-8-5-7-2-6-8-3-4	1-6-4-2-7-3-8-5-2-7	8
479.978	n/a	239989	learningBlock_4	34	n/a	n/a	8
479.986	n/a	239993	dot_no1_ON	11	n/a	n/a	8
480.566	n/a	240283	dot_no1_OFF	21	n/a	n/a	8
481.886	n/a	240943	dot_no6_ON	16	n/a	n/a	8
482.476	n/a	241238	dot_no6_OFF	26	n/a	n/a	8
483.796	n/a	241898	dot_no4_ON	14	n/a	n/a	8
484.386	n/a	242193	dot_no4_OFF	24	n/a	n/a	8
485.706	n/a	242853	dot_no2_ON	12	n/a	n/a	8
486.296	n/a	243148	dot_no2_OFF	22	n/a	n/a	8
487.616	n/a	243808	dot_no7_ON	17	n/a	n/a	8
488.206	n/a	244103	dot_no7_OFF	27	n/a	n/a	8
489.526	n/a	244763	dot_no3_ON	13	n/a	n/a	8
490.116	n/a	245058	dot_no3_OFF	23	n/a	n/a	8
491.436	n/a	245718	dot_no8_ON	18	n/a	n/a	8
492.016	n/a	246008	dot_no8_OFF	28	n/a	n/a	8
493.336	n/a	246668	dot_no5_ON	15	n/a	n/a	8
493.916	n/a	246958	dot_no5_OFF	25	n/a	n/a	8
495.236	n/a	247618	dot_no2_ON	12	n/a	n/a	8
495.816	n/a	247908	dot_no2_OFF	22	n/a	n/a	8
497.136	n/a	248568	dot_no7_ON	17	n/a	n/a	8
497.726	n/a	248863	dot_no7_OFF	27	1-6-4-8-2-7-5-3-1-6	1-6-4-2-7-3-8-5-2-7	8
523.168	n/a	261584	learningBlock_5	35	n/a	n/a	8
523.178	n/a	261589	dot_no1_ON	11	n/a	n/a	8
523.756	n/a	261878	dot_no1_OFF	21	n/a	n/a	8
525.078	n/a	262539	dot_no6_ON	16	n/a	n/a	8
525.666	n/a	262833	dot_no6_OFF	26	n/a	n/a	8
526.988	n/a	263494	dot_no4_ON	14	n/a	n/a	8
527.566	n/a	263783	dot_no4_OFF	24	n/a	n/a	8
528.886	n/a	264443	dot_no2_ON	12	n/a	n/a	8
529.466	n/a	264733	dot_no2_OFF	22	n/a	n/a	8
530.786	n/a	265393	dot_no7_ON	17	n/a	n/a	8
531.366	n/a	265683	dot_no7_OFF	27	n/a	n/a	8
532.686	n/a	266343	dot_no3_ON	13	n/a	n/a	8
533.266	n/a	266633	dot_no3_OFF	23	n/a	n/a	8
534.588	n/a	267294	dot_no8_ON	18	n/a	n/a	8
535.178	n/a	267589	dot_no8_OFF	28	n/a	n/a	8
536.498	n/a	268249	dot_no5_ON	15	n/a	n/a	8
537.086	n/a	268543	dot_no5_OFF	25	n/a	n/a	8
538.408	n/a	269204	dot_no2_ON	12	n/a	n/a	8
538.988	n/a	269494	dot_no2_OFF	22	n/a	n/a	8
540.308	n/a	270154	dot_no7_ON	17	n/a	n/a	8
540.888	n/a	270444	dot_no7_OFF	27	1-6-4-8-5-2-3-6-7-1	1-6-4-2-7-3-8-5-2-7	8
566.35	n/a	283175	seqLearning_stop	50	n/a	n/a	8
567.015	n/a	283507.5	boundary	boundary	n/a	n/a	8
