onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
67.448	n/a	33724	seqLearning_start	91	n/a	n/a	8
73.692	n/a	36846	learningBlock_1	31	n/a	n/a	8
73.726	n/a	36863	dot_no1_ON	11	n/a	n/a	8
74.314	n/a	37157	dot_no1_OFF	21	n/a	n/a	8
75.634	n/a	37817	dot_no6_ON	16	n/a	n/a	8
76.214	n/a	38107	dot_no6_OFF	26	n/a	n/a	8
77.534	n/a	38767	dot_no4_ON	14	n/a	n/a	8
78.114	n/a	39057	dot_no4_OFF	24	n/a	n/a	8
79.434	n/a	39717	dot_no2_ON	12	n/a	n/a	8
80.014	n/a	40007	dot_no2_OFF	22	n/a	n/a	8
81.334	n/a	40667	dot_no7_ON	17	n/a	n/a	8
81.914	n/a	40957	dot_no7_OFF	27	n/a	n/a	8
83.234	n/a	41617	dot_no3_ON	13	n/a	n/a	8
83.814	n/a	41907	dot_no3_OFF	23	n/a	n/a	8
85.134	n/a	42567	dot_no8_ON	18	n/a	n/a	8
85.714	n/a	42857	dot_no8_OFF	28	n/a	n/a	8
87.034	n/a	43517	dot_no5_ON	15	n/a	n/a	8
87.614	n/a	43807	dot_no5_OFF	25	n/a	n/a	8
88.934	n/a	44467	dot_no2_ON	12	n/a	n/a	8
89.514	n/a	44757	dot_no2_OFF	22	n/a	n/a	8
90.834	n/a	45417	dot_no7_ON	17	n/a	n/a	8
91.414	n/a	45707	dot_no7_OFF	27	1-6-2-4-8-5-7-3-2-6	1-6-4-2-7-3-8-5-2-7	8
226.83	n/a	113415	learningBlock_2	32	n/a	n/a	8
226.838	n/a	113419	dot_no1_ON	11	n/a	n/a	8
227.428	n/a	113714	dot_no1_OFF	21	n/a	n/a	8
228.748	n/a	114374	dot_no6_ON	16	n/a	n/a	8
229.328	n/a	114664	dot_no6_OFF	26	n/a	n/a	8
230.648	n/a	115324	dot_no4_ON	14	n/a	n/a	8
231.228	n/a	115614	dot_no4_OFF	24	n/a	n/a	8
232.548	n/a	116274	dot_no2_ON	12	n/a	n/a	8
233.128	n/a	116564	dot_no2_OFF	22	n/a	n/a	8
234.448	n/a	117224	dot_no7_ON	17	n/a	n/a	8
235.028	n/a	117514	dot_no7_OFF	27	n/a	n/a	8
236.348	n/a	118174	dot_no3_ON	13	n/a	n/a	8
236.928	n/a	118464	dot_no3_OFF	23	n/a	n/a	8
238.248	n/a	119124	dot_no8_ON	18	n/a	n/a	8
238.828	n/a	119414	dot_no8_OFF	28	n/a	n/a	8
240.148	n/a	120074	dot_no5_ON	15	n/a	n/a	8
240.728	n/a	120364	dot_no5_OFF	25	n/a	n/a	8
242.048	n/a	121024	dot_no2_ON	12	n/a	n/a	8
242.628	n/a	121314	dot_no2_OFF	22	n/a	n/a	8
243.948	n/a	121974	dot_no7_ON	17	n/a	n/a	8
244.528	n/a	122264	dot_no7_OFF	27	1-6-4-2-8-5-7-3-2-7	1-6-4-2-7-3-8-5-2-7	8
270.442	n/a	135221	learningBlock_3	33	n/a	n/a	8
270.448	n/a	135224	dot_no1_ON	11	n/a	n/a	8
271.028	n/a	135514	dot_no1_OFF	21	n/a	n/a	8
272.348	n/a	136174	dot_no6_ON	16	n/a	n/a	8
272.928	n/a	136464	dot_no6_OFF	26	n/a	n/a	8
274.248	n/a	137124	dot_no4_ON	14	n/a	n/a	8
274.828	n/a	137414	dot_no4_OFF	24	n/a	n/a	8
276.148	n/a	138074	dot_no2_ON	12	n/a	n/a	8
276.728	n/a	138364	dot_no2_OFF	22	n/a	n/a	8
278.048	n/a	139024	dot_no7_ON	17	n/a	n/a	8
278.628	n/a	139314	dot_no7_OFF	27	n/a	n/a	8
279.948	n/a	139974	dot_no3_ON	13	n/a	n/a	8
280.528	n/a	140264	dot_no3_OFF	23	n/a	n/a	8
281.848	n/a	140924	dot_no8_ON	18	n/a	n/a	8
282.43	n/a	141215	dot_no8_OFF	28	n/a	n/a	8
283.748	n/a	141874	dot_no5_ON	15	n/a	n/a	8
284.328	n/a	142164	dot_no5_OFF	25	n/a	n/a	8
