onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.078	n/a	539	video_start	81
118.474	n/a	59237	video_stop	101
118.99	n/a	59495	break cnt	break cnt
156.198	n/a	78099	9999	9999
