onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
36.576	n/a	18288	seqLearning_start	91	n/a	n/a	8
42.838	n/a	21419	learningBlock_1	31	n/a	n/a	8
42.864	n/a	21432	dot_no1_ON	11	n/a	n/a	8
43.454	n/a	21727	dot_no1_OFF	21	n/a	n/a	8
44.774	n/a	22387	dot_no6_ON	16	n/a	n/a	8
45.364	n/a	22682	dot_no6_OFF	26	n/a	n/a	8
46.684	n/a	23342	dot_no4_ON	14	n/a	n/a	8
47.264	n/a	23632	dot_no4_OFF	24	n/a	n/a	8
48.584	n/a	24292	dot_no2_ON	12	n/a	n/a	8
49.164	n/a	24582	dot_no2_OFF	22	n/a	n/a	8
50.484	n/a	25242	dot_no7_ON	17	n/a	n/a	8
51.064	n/a	25532	dot_no7_OFF	27	n/a	n/a	8
52.384	n/a	26192	dot_no3_ON	13	n/a	n/a	8
52.964	n/a	26482	dot_no3_OFF	23	n/a	n/a	8
54.284	n/a	27142	dot_no8_ON	18	n/a	n/a	8
54.864	n/a	27432	dot_no8_OFF	28	n/a	n/a	8
56.184	n/a	28092	dot_no5_ON	15	n/a	n/a	8
56.764	n/a	28382	dot_no5_OFF	25	n/a	n/a	8
58.084	n/a	29042	dot_no2_ON	12	n/a	n/a	8
58.664	n/a	29332	dot_no2_OFF	22	n/a	n/a	8
59.984	n/a	29992	dot_no7_ON	17	n/a	n/a	8
60.574	n/a	30287	dot_no7_OFF	27	8-2-6-4-8-2-5-3-1-6	1-6-4-2-7-3-8-5-2-7	8
101.086	n/a	50543	learningBlock_2	32	n/a	n/a	8
101.094	n/a	50547	dot_no1_ON	11	n/a	n/a	8
101.684	n/a	50842	dot_no1_OFF	21	n/a	n/a	8
103.004	n/a	51502	dot_no6_ON	16	n/a	n/a	8
103.584	n/a	51792	dot_no6_OFF	26	n/a	n/a	8
104.904	n/a	52452	dot_no4_ON	14	n/a	n/a	8
105.486	n/a	52743	dot_no4_OFF	24	n/a	n/a	8
106.804	n/a	53402	dot_no2_ON	12	n/a	n/a	8
107.384	n/a	53692	dot_no2_OFF	22	n/a	n/a	8
108.706	n/a	54353	dot_no7_ON	17	n/a	n/a	8
109.286	n/a	54643	dot_no7_OFF	27	n/a	n/a	8
110.606	n/a	55303	dot_no3_ON	13	n/a	n/a	8
111.186	n/a	55593	dot_no3_OFF	23	n/a	n/a	8
112.506	n/a	56253	dot_no8_ON	18	n/a	n/a	8
113.086	n/a	56543	dot_no8_OFF	28	n/a	n/a	8
114.406	n/a	57203	dot_no5_ON	15	n/a	n/a	8
114.986	n/a	57493	dot_no5_OFF	25	n/a	n/a	8
116.306	n/a	58153	dot_no2_ON	12	n/a	n/a	8
116.886	n/a	58443	dot_no2_OFF	22	n/a	n/a	8
118.206	n/a	59103	dot_no7_ON	17	n/a	n/a	8
118.786	n/a	59393	dot_no7_OFF	27	6-4-2-1-7-3-2-7-6-2	1-6-4-2-7-3-8-5-2-7	8
141.158	n/a	70579	learningBlock_3	33	n/a	n/a	8
141.166	n/a	70583	dot_no1_ON	11	n/a	n/a	8
141.746	n/a	70873	dot_no1_OFF	21	n/a	n/a	8
143.066	n/a	71533	dot_no6_ON	16	n/a	n/a	8
143.646	n/a	71823	dot_no6_OFF	26	n/a	n/a	8
144.966	n/a	72483	dot_no4_ON	14	n/a	n/a	8
145.546	n/a	72773	dot_no4_OFF	24	n/a	n/a	8
146.866	n/a	73433	dot_no2_ON	12	n/a	n/a	8
147.446	n/a	73723	dot_no2_OFF	22	n/a	n/a	8
148.766	n/a	74383	dot_no7_ON	17	n/a	n/a	8
149.346	n/a	74673	dot_no7_OFF	27	n/a	n/a	8
150.666	n/a	75333	dot_no3_ON	13	n/a	n/a	8
151.246	n/a	75623	dot_no3_OFF	23	n/a	n/a	8
152.566	n/a	76283	dot_no8_ON	18	n/a	n/a	8
153.146	n/a	76573	dot_no8_OFF	28	n/a	n/a	8
