onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.034	n/a	517	video_start	83
171.578	n/a	85789	video_stop	103
172.092	n/a	86046	break cnt	break cnt
249.648	n/a	124824	9999	9999
