onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.212	n/a	606	video_start	81
118.606	n/a	59303	video_stop	101
119.164	n/a	59582	break cnt	break cnt
151.058	n/a	75529	9999	9999
