onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
28.302	n/a	14151	seqLearning_start	91	n/a	n/a	8
34.576	n/a	17288	learningBlock_1	31	n/a	n/a	8
34.592	n/a	17296	dot_no1_ON	11	n/a	n/a	8
35.182	n/a	17591	dot_no1_OFF	21	n/a	n/a	8
36.5	n/a	18250	dot_no6_ON	16	n/a	n/a	8
37.08	n/a	18540	dot_no6_OFF	26	n/a	n/a	8
38.4	n/a	19200	dot_no4_ON	14	n/a	n/a	8
38.98	n/a	19490	dot_no4_OFF	24	n/a	n/a	8
40.3	n/a	20150	dot_no2_ON	12	n/a	n/a	8
40.88	n/a	20440	dot_no2_OFF	22	n/a	n/a	8
42.2	n/a	21100	dot_no7_ON	17	n/a	n/a	8
42.79	n/a	21395	dot_no7_OFF	27	n/a	n/a	8
44.11	n/a	22055	dot_no3_ON	13	n/a	n/a	8
44.69	n/a	22345	dot_no3_OFF	23	n/a	n/a	8
46.01	n/a	23005	dot_no8_ON	18	n/a	n/a	8
46.59	n/a	23295	dot_no8_OFF	28	n/a	n/a	8
47.91	n/a	23955	dot_no5_ON	15	n/a	n/a	8
48.49	n/a	24245	dot_no5_OFF	25	n/a	n/a	8
49.81	n/a	24905	dot_no2_ON	12	n/a	n/a	8
50.39	n/a	25195	dot_no2_OFF	22	n/a	n/a	8
51.71	n/a	25855	dot_no7_ON	17	n/a	n/a	8
52.3	n/a	26150	dot_no7_OFF	27	1-6-2-5-8-4-3-7-2-5	1-6-4-2-7-3-8-5-2-7	8
99.784	n/a	49892	learningBlock_2	32	n/a	n/a	8
99.792	n/a	49896	dot_no1_ON	11	n/a	n/a	8
100.382	n/a	50191	dot_no1_OFF	21	n/a	n/a	8
101.702	n/a	50851	dot_no6_ON	16	n/a	n/a	8
102.282	n/a	51141	dot_no6_OFF	26	n/a	n/a	8
103.602	n/a	51801	dot_no4_ON	14	n/a	n/a	8
104.182	n/a	52091	dot_no4_OFF	24	n/a	n/a	8
105.502	n/a	52751	dot_no2_ON	12	n/a	n/a	8
106.082	n/a	53041	dot_no2_OFF	22	n/a	n/a	8
107.402	n/a	53701	dot_no7_ON	17	n/a	n/a	8
107.982	n/a	53991	dot_no7_OFF	27	n/a	n/a	8
109.302	n/a	54651	dot_no3_ON	13	n/a	n/a	8
109.882	n/a	54941	dot_no3_OFF	23	n/a	n/a	8
111.202	n/a	55601	dot_no8_ON	18	n/a	n/a	8
111.782	n/a	55891	dot_no8_OFF	28	n/a	n/a	8
113.102	n/a	56551	dot_no5_ON	15	n/a	n/a	8
113.682	n/a	56841	dot_no5_OFF	25	n/a	n/a	8
115.002	n/a	57501	dot_no2_ON	12	n/a	n/a	8
115.592	n/a	57796	dot_no2_OFF	22	n/a	n/a	8
116.912	n/a	58456	dot_no7_ON	17	n/a	n/a	8
117.492	n/a	58746	dot_no7_OFF	27	1-6-4-2-8-5-7-3-8-4	1-6-4-2-7-3-8-5-2-7	8
157.776	n/a	78888	learningBlock_3	33	n/a	n/a	8
157.782	n/a	78891	dot_no1_ON	11	n/a	n/a	8
158.364	n/a	79182	dot_no1_OFF	21	n/a	n/a	8
159.684	n/a	79842	dot_no6_ON	16	n/a	n/a	8
160.264	n/a	80132	dot_no6_OFF	26	n/a	n/a	8
